Employee ID,Department,Role,Salary,Experience (Years),Location,Date of Joining
100356,Human Resources,Training Coordinator,80719,21,Christopherton,25-07-2010
100357,Human Resources,Recruitment Specialist,62835,6,North Krista,10-03-2021
100358,Billing & Insurance,Insurance Coordinator,66023,5,Port Jessica,06-02-1996
100359,Facilities Management,Maintenance Supervisor,97686,12,South Elizabeth,10-01-2001
100360,Billing & Insurance,Billing Specialist,92379,26,Port Albertland,19-04-1998
100361,Facilities Management,Janitorial Staff,54540,2,Danielland,19-12-2011
100362,Human Resources,Recruitment Specialist,51997,6,South Howard,08-04-2008
100363,IT & Informatics,IT Support Specialist,38668,21,West Charlene,26-01-2011
100364,Billing & Insurance,Insurance Coordinator,32816,19,West Dustin,06-09-2024
100365,Medical Records & Health Information Management,Medical Records Clerk,90613,24,Robertville,18-08-2003
100366,Human Resources,HR Manager,92379,20,Port Kristina,16-06-2004
100367,Medical Records & Health Information Management,Health Information Technician,87229,2,Antonioside,02-09-1995
100368,Human Resources,Training Coordinator,95204,4,Karenside,13-03-2000
100369,Human Resources,Training Coordinator,44010,32,Kerryborough,30-09-2017
100370,Medical Records & Health Information Management,Health Information Technician,32624,15,Port Melissa,28-04-2022
100371,Billing & Insurance,Billing Specialist,50099,11,New Lauren,18-12-2000
100372,IT & Informatics,Healthcare Data Analyst,58957,31,Port Lisachester,29-10-2001
100373,Medical Records & Health Information Management,Data Entry Specialist,65456,24,Williamsville,12-12-2019
100374,Human Resources,Training Coordinator,61042,10,Kellyland,01-01-2012
100375,Medical Records & Health Information Management,Data Entry Specialist,91400,27,Lucasberg,26-03-2016
100376,Facilities Management,Security Officer,85446,28,Tonyafort,21-08-2019
100377,Billing & Insurance,Insurance Coordinator,90590,26,Cunninghamhaven,14-03-2006
100378,Facilities Management,Security Officer,57728,14,Bethanybury,01-11-2011
100379,Medical Records & Health Information Management,Health Information Technician,31341,23,Kellyton,28-12-2015
100380,Facilities Management,Security Officer,37929,17,Rossport,28-10-2017
100381,Human Resources,Training Coordinator,40915,13,Kellerside,08-04-2018
100382,Facilities Management,Maintenance Supervisor,91365,35,New Jessica,20-12-2023
100383,Billing & Insurance,Medical Coder,91041,4,East John,17-12-2024
100384,Human Resources,Recruitment Specialist,41180,14,Gilbertbury,30-07-2008
100385,Human Resources,Recruitment Specialist,81124,5,North Angelaberg,17-08-1996
100386,Facilities Management,Security Officer,75126,21,East Kristaville,18-09-2017
100387,IT & Informatics,Healthcare Data Analyst,96693,31,Rebeccabury,30-10-2009
100388,Medical Records & Health Information Management,Data Entry Specialist,45951,21,New Maryshire,13-02-1996
100389,Medical Records & Health Information Management,Medical Records Clerk,37077,1,Jenniferfurt,07-07-2024
100390,IT & Informatics,System Administrator,84298,22,Owensfurt,12-08-2012
100391,Human Resources,HR Manager,94686,25,Durhamstad,03-03-2011
100392,IT & Informatics,Healthcare Data Analyst,69795,15,West Tamara,17-02-2013
100393,Medical Records & Health Information Management,Medical Records Clerk,83169,27,West Melissa,21-10-2010
100394,Medical Records & Health Information Management,Medical Records Clerk,92222,20,Elizabethview,19-11-1998
100395,Human Resources,HR Manager,57784,20,East Erinbury,30-10-2012
100396,Medical Records & Health Information Management,Health Information Technician,82791,31,Port Amy,07-01-2025
100397,Facilities Management,Janitorial Staff,72215,15,Brownton,06-01-2025
100398,IT & Informatics,System Administrator,51739,2,Christopherbury,21-10-2007
100399,Human Resources,Recruitment Specialist,66154,17,Chapmanborough,14-12-2004
100400,Medical Records & Health Information Management,Health Information Technician,65794,24,Leechester,07-04-2010
100401,IT & Informatics,Healthcare Data Analyst,59499,23,Port Thomasport,12-12-2008
100402,Medical Records & Health Information Management,Data Entry Specialist,31867,32,Port Desiree,20-07-2019
100403,Human Resources,HR Manager,55457,28,West Ronald,30-11-2023
100404,IT & Informatics,IT Support Specialist,60471,20,West James,20-07-2022
100405,Medical Records & Health Information Management,Medical Records Clerk,84148,3,Danielborough,21-04-2012
100406,Facilities Management,Maintenance Supervisor,57523,23,New Jamesland,22-12-2003
100407,Human Resources,Recruitment Specialist,93130,1,Port Patriciachester,10-03-2004
100408,IT & Informatics,System Administrator,43878,8,Jonestown,17-03-2021
100409,Medical Records & Health Information Management,Medical Records Clerk,91360,33,East Briannamouth,25-08-2018
100410,Human Resources,Training Coordinator,35851,29,Kevinside,18-01-2001
100411,Human Resources,Training Coordinator,61422,16,Kempville,03-06-2001
100412,Human Resources,Training Coordinator,51463,24,West Heatherland,16-07-2000
100413,Human Resources,HR Manager,30834,35,West Nicolefurt,17-07-2023
100414,Facilities Management,Maintenance Supervisor,31286,32,Port Christinefort,03-11-2004
100415,Billing & Insurance,Insurance Coordinator,84662,35,Whitemouth,23-05-2021
100416,Billing & Insurance,Medical Coder,77699,26,Burtonside,20-07-2009
100417,Facilities Management,Security Officer,94117,1,North Kevin,11-08-2003
100418,IT & Informatics,IT Support Specialist,46782,17,Kellyberg,17-06-2007
100419,Medical Records & Health Information Management,Health Information Technician,47453,17,Spenceland,09-03-2006
100420,Billing & Insurance,Billing Specialist,44730,13,Campbellburgh,14-10-2021
100421,Billing & Insurance,Billing Specialist,83457,8,Lake Cassandraton,25-11-2009
100422,IT & Informatics,IT Support Specialist,73400,8,Cynthiaville,05-08-2013
100423,Human Resources,Training Coordinator,50596,11,Lake Billyfort,11-04-2022
100424,Human Resources,HR Manager,39256,15,Kruegerbury,17-06-2012
100425,IT & Informatics,IT Support Specialist,48668,18,Sarastad,07-02-1996
100426,Medical Records & Health Information Management,Health Information Technician,67455,14,New Brendashire,23-08-2017
100427,Facilities Management,Security Officer,69101,8,East Philipport,31-10-2010
100428,Billing & Insurance,Billing Specialist,59440,24,Carmenhaven,10-10-2012
100429,Medical Records & Health Information Management,Medical Records Clerk,85687,2,South Isabellaberg,13-05-2012
100430,Facilities Management,Security Officer,73658,1,Charlesborough,03-12-1998
100431,Facilities Management,Janitorial Staff,34016,11,North Katieshire,26-06-1995
100432,Billing & Insurance,Billing Specialist,73250,29,Port Amandabury,16-09-2005
100433,Facilities Management,Security Officer,78405,22,Port Patrickchester,02-07-2020
100434,Medical Records & Health Information Management,Health Information Technician,58007,8,Lake Miamouth,20-08-2019
100435,Medical Records & Health Information Management,Health Information Technician,65351,4,Port Melissa,23-11-2002
100436,Facilities Management,Janitorial Staff,31249,17,Port Michelle,20-10-2020
100437,Human Resources,HR Manager,74168,33,Courtneytown,23-07-2000
100438,Medical Records & Health Information Management,Health Information Technician,70558,8,Roberttown,19-07-2011
100439,IT & Informatics,System Administrator,59264,33,East Ashleytown,16-10-2015
100440,Medical Records & Health Information Management,Data Entry Specialist,38540,33,Mejiahaven,30-12-2013
100441,Human Resources,Training Coordinator,65716,14,Geoffreyfurt,07-10-2017
100442,Billing & Insurance,Insurance Coordinator,71154,9,Judithberg,04-06-2019
100443,Medical Records & Health Information Management,Medical Records Clerk,62918,29,Brookston,05-11-2015
100444,Billing & Insurance,Medical Coder,67451,20,Torrestown,29-04-2000
100445,IT & Informatics,Healthcare Data Analyst,52990,4,Lamberthaven,16-09-2013
100446,IT & Informatics,Healthcare Data Analyst,35108,8,Rojasland,10-03-1997
100447,Facilities Management,Janitorial Staff,76661,28,Emmamouth,13-09-2002
100448,Billing & Insurance,Medical Coder,45319,15,Jameston,07-10-1995
100449,Medical Records & Health Information Management,Health Information Technician,97442,16,Wellsborough,15-02-2001
100450,Facilities Management,Security Officer,50801,2,North Brittany,31-12-2011
100451,Medical Records & Health Information Management,Data Entry Specialist,52815,6,West Sheilaton,19-01-2020
100452,Billing & Insurance,Insurance Coordinator,89658,22,Paulaside,23-06-1997
100453,Billing & Insurance,Billing Specialist,54685,27,Michaelshire,13-08-2003
100454,Human Resources,Training Coordinator,78564,1,Brookston,25-05-2009
100455,Billing & Insurance,Medical Coder,92763,18,Denisebury,09-02-1996
100456,Facilities Management,Janitorial Staff,44762,5,Stephenshire,28-07-2006
100457,Human Resources,Training Coordinator,63110,2,Mckinneyfort,25-10-2017
100458,Medical Records & Health Information Management,Medical Records Clerk,81591,27,New Karenton,31-01-2003
100459,Medical Records & Health Information Management,Data Entry Specialist,84662,32,Andersonburgh,04-04-2002
100460,Medical Records & Health Information Management,Medical Records Clerk,95967,33,Michelleborough,07-09-2007
100461,Medical Records & Health Information Management,Data Entry Specialist,41418,31,Williamtown,09-11-2019
100462,Facilities Management,Maintenance Supervisor,72576,1,Lake Michael,28-01-2020
100463,Medical Records & Health Information Management,Health Information Technician,46094,32,Walkerport,20-04-2004
100464,Billing & Insurance,Insurance Coordinator,48273,14,Lake Tylerberg,13-11-2008
100465,Human Resources,Recruitment Specialist,77880,9,Lindaton,15-03-2009
100466,Billing & Insurance,Billing Specialist,45808,15,Lake Christopher,15-08-2021
100467,Facilities Management,Security Officer,39947,16,Toddbury,13-08-2023
100468,Facilities Management,Maintenance Supervisor,66940,19,Smithview,08-05-2003
100469,Billing & Insurance,Billing Specialist,67010,34,East Justinberg,20-01-2017
100470,Human Resources,Recruitment Specialist,87151,6,Lake Joshua,23-12-2000
100471,Human Resources,Recruitment Specialist,51582,34,Marshallstad,03-03-2005
100472,Facilities Management,Security Officer,57478,20,Karenton,31-08-2022
100473,Billing & Insurance,Medical Coder,91711,8,South Pamelaberg,17-01-2004
100474,Medical Records & Health Information Management,Health Information Technician,48035,24,Gregoryfort,13-12-2005
100475,Medical Records & Health Information Management,Data Entry Specialist,38447,16,North Jason,05-10-2017
100476,IT & Informatics,IT Support Specialist,83492,19,Michaelhaven,06-03-2017
100477,Human Resources,Recruitment Specialist,39599,33,Amyshire,26-11-2001
100478,IT & Informatics,Healthcare Data Analyst,47481,17,North Maria,20-09-2014
100479,Facilities Management,Maintenance Supervisor,50507,16,South Joseph,09-09-2007
100480,Medical Records & Health Information Management,Health Information Technician,82028,8,Harrismouth,23-01-2005
100481,Human Resources,Training Coordinator,68985,17,Brownfurt,11-05-2002
100482,IT & Informatics,IT Support Specialist,71254,29,Hillmouth,14-06-2006
100483,Human Resources,Training Coordinator,67334,29,North Cheyennehaven,22-01-2001
100484,Medical Records & Health Information Management,Medical Records Clerk,85739,6,Laurenland,21-08-2019
100485,Medical Records & Health Information Management,Health Information Technician,65017,3,South Heather,26-10-1999
100486,Facilities Management,Security Officer,49969,33,Jonesport,21-03-2015
100487,Facilities Management,Security Officer,46589,10,Angelaland,28-11-1997
100488,IT & Informatics,Healthcare Data Analyst,94083,30,Zimmermanchester,03-12-2010
100489,Billing & Insurance,Insurance Coordinator,83874,11,New Jacobchester,02-04-2000
100490,Facilities Management,Janitorial Staff,73864,23,Daltonland,17-09-2011
100491,IT & Informatics,System Administrator,97508,15,South Christopherhaven,16-09-2005
100492,Medical Records & Health Information Management,Health Information Technician,54559,24,Conniefort,17-06-2008
100493,Facilities Management,Maintenance Supervisor,77617,32,North Crystalton,02-04-2007
100494,Billing & Insurance,Insurance Coordinator,95562,10,West Thomas,12-11-1995
100495,Medical Records & Health Information Management,Medical Records Clerk,60646,34,Elizabethborough,10-09-2018
100496,Human Resources,Recruitment Specialist,64741,18,East Brandon,14-10-2008
100497,Billing & Insurance,Billing Specialist,56056,18,Davidstad,30-07-2008
100498,Facilities Management,Security Officer,95137,3,Lake Denisemouth,12-07-2008
100499,Human Resources,Training Coordinator,74608,30,Allenside,23-12-2016
100500,Human Resources,HR Manager,79539,31,Marshallfurt,11-12-2012
100501,Human Resources,Training Coordinator,86170,34,Chrismouth,14-07-2006
100502,Facilities Management,Janitorial Staff,80115,32,Fordmouth,25-05-1999
100503,IT & Informatics,IT Support Specialist,55971,2,East Angela,28-12-2007
100504,IT & Informatics,IT Support Specialist,87976,5,Andersonfurt,22-05-1998
100505,Facilities Management,Janitorial Staff,53216,7,Mirandaborough,31-05-1998
100506,Billing & Insurance,Billing Specialist,87077,32,East Brandonborough,11-11-2012
100507,Facilities Management,Security Officer,94698,28,Wrighttown,30-01-1998
100508,Medical Records & Health Information Management,Medical Records Clerk,38792,25,Smithhaven,12-08-2019
100509,Medical Records & Health Information Management,Health Information Technician,74010,16,Mccoyburgh,30-06-2020
100510,Human Resources,Training Coordinator,93449,5,Smithburgh,26-04-2013
100511,Billing & Insurance,Medical Coder,56349,25,Perryside,23-12-2011
100512,Human Resources,Recruitment Specialist,98566,28,West Jessica,27-12-2023
100513,Medical Records & Health Information Management,Data Entry Specialist,42975,31,Fischerbury,27-07-2017
100514,Facilities Management,Janitorial Staff,36799,22,New Nicole,16-07-1995
100515,Human Resources,Recruitment Specialist,58246,22,Harrisshire,25-05-1998
100516,Medical Records & Health Information Management,Health Information Technician,85433,32,Port Matthew,14-07-2005
100517,Facilities Management,Janitorial Staff,97919,15,Edwardsfort,27-06-2012
